id,i001,i002,i003,i004,i005,i006,i007,i008,i009,i010,i011,i012,i013,i014,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026,i027,i028,i029,i030,i031,i032,i033,i034,i035,i036,i037,i038,i039,i040,i041,i042,i043,i044,i045,i046,i047,i048,i049,i050,i051,i052,i053,i054,i055,i056,i057,i058,i059,i060,i061,i062,i063,i064,i065,i066,i067,i068,i069,i070,i071,i072,i073,i074,i075,i076,i077,i078,i079,i080,i081,i082,i083,i084,i085,i086,i087,i088,i089,i090,i091,i092,i093,i094,i095,i096,i097,i098,i099,i100,i101,i102,i103,i104,i105,i106,i107,i108,i109,i110,i111,i112,i113,i114
32014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
32015,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,1,2,1,1,1,2,1,1,1,1,1
32016,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,3,3,2,1,1,1,1,2,3,4,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,3,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
32017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1
32018,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,3,1,1,1,1,1,3,3,2,2,2,1,1,1,1,2,2,3,2,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
32019,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32020,1,1,2,2,1,1,1,1,1,1,1,3,1,1,3,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
32021,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
32022,3,2,2,3,3,3,3,2,2,2,3,2,2,4,1,2,1,1,2,1,2,1,1,1,3,1,2,3,2,1,1,1,2,1,1,2,1,1,1,1,3,3,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,1,2,3,4,3,3,2,2,2,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,3,1,2,3,2,2,1
32023,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
32024,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,3,2,2,2,1,2,1,3,3,2,1,2,2,1,3,2,3,4,2,1,4,2,3,4,2,2,3,1,1,1,1,4,1,3,1,2,1,4,2,1,1,3,1,1,2,3,1,2,1,2,4,1,1,2,1,1,1,2,1,3,3,1,1,1,1,3,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1
32025,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
34001,2,2,2,2,3,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,3,1,3,3,2,2,2,2,1,2,1,1,2,2,1,3,2,3,2,1,1,2,1,2,1,2,2,2,1,1,2,1,3,1,1,2,2,1,2,1,2,1,1,2,1,2,3,1,1,2,3,2,2,2,3,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,2,2,2,1,2,2,1
34003,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
34004,2,2,2,3,2,2,1,1,1,2,1,2,1,3,1,1,1,1,1,3,1,1,2,1,2,2,1,2,3,2,3,3,2,2,2,2,1,3,3,3,3,1,1,1,1,3,4,1,2,3,3,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,4,4,3,1,3,2,2,1,3,1,1,1,4,1,2,3,1,1,1,3,1,1,1,1,1,2,2,2,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,3,3,1
34006,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
34007,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1
34008,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
34009,2,2,2,3,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1
34010,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,2,1,1,2,1,1,2,2,1,3,1,3,3,2,2,3,3,1,1,1,1,2,1,1,2,3,4,2,1,1,3,4,2,3,4,3,2,2,3,3,2,2,1,2,3,3,1,1,1,1,2,1,1,1,2,4,1,1,1,4,2,1,4,4,4,4,3,4,2,2,1,1,1,3,2,2,2,1,1,1,3,1,2,1,1,2,1,1,3,2,2,2,3,2,1,2,2,2,1
34011,1,3,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,3,1,1,1,2,2,1,1,4,1,3,1,1,1,2,1,1,1,1,1,1,2,2,1,3,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,3,1,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1
34012,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
34013,2,2,2,2,2,2,1,2,2,2,2,1,1,3,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1
34016,2,2,2,2,1,2,1,1,2,2,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,1,2,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,2,1,1,2,1,1
34017,1,2,3,1,3,2,2,1,1,1,1,2,1,2,3,1,1,3,1,1,1,2,3,1,2,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,1,1,1
34018,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,4,2,1,2,2,1,1,2,2,1,3,1,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1
34019,2,2,3,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1
34020,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,3,1,1,2,2,1,2,2,1,1,1,1,1
34021,3,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,3,2
34022,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
44001,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,3,1,1,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3
44002,2,1,2,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1
44003,1,2,1,4,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1
44004,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
44005,2,2,2,1,2,2,2,2,1,1,3,1,1,2,3,2,1,2,2,1,2,2,3,2,2,1,2,2,1,3,2,2,1,1,1,1,3,2,1,2,2,3,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,4,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1
44006,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
44007,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44008,1,2,1,2,2,2,1,2,2,2,2,2,1,3,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1
44009,1,2,2,2,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1
44010,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
44011,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,3,2,3,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,4,1,4,3,1,1,2,1,1,1,2,2,2,3,3,4
44012,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,3,1,2,1,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2
44013,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1
44014,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,3,1,2,2,1,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1
44015,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,3,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,2,2,1
44016,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44017,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
44018,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
44019,2,2,2,3,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,3,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,2
44020,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1
45001,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1
45002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
45003,2,2,2,1,2,2,2,1,1,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1
45004,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1
45005,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1
45006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,1,1,2,2,1
45007,3,2,2,1,2,2,2,2,2,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1
45008,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
45009,2,1,2,3,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1
